"행정구역","2026년05월_계_총인구수","2026년05월_계_연령구간인구수","2026년05월_계_0~9세","2026년05월_계_10~19세","2026년05월_계_20~29세","2026년05월_계_30~39세","2026년05월_계_40~49세","2026년05월_계_50~59세","2026년05월_계_60~69세","2026년05월_계_70~79세","2026년05월_계_80~89세","2026년05월_계_90~99세","2026년05월_계_100세 이상","2026년05월_남_총인구수","2026년05월_남_연령구간인구수","2026년05월_남_0~9세","2026년05월_남_10~19세","2026년05월_남_20~29세","2026년05월_남_30~39세","2026년05월_남_40~49세","2026년05월_남_50~59세","2026년05월_남_60~69세","2026년05월_남_70~79세","2026년05월_남_80~89세","2026년05월_남_90~99세","2026년05월_남_100세 이상","2026년05월_여_총인구수","2026년05월_여_연령구간인구수","2026년05월_여_0~9세","2026년05월_여_10~19세","2026년05월_여_20~29세","2026년05월_여_30~39세","2026년05월_여_40~49세","2026년05월_여_50~59세","2026년05월_여_60~69세","2026년05월_여_70~79세","2026년05월_여_80~89세","2026년05월_여_90~99세","2026년05월_여_100세 이상"
"경상남도 창원시 진해구 (4812900000)","183,163","183,163","10,778","20,634","16,999","20,335","31,630","32,231","26,594","16,239","6,592","1,110","21","94,428","94,428","5,536","10,703","9,921","11,322","16,493","17,165","13,053","7,552","2,434","247","2","88,735","88,735","5,242","9,931","7,078","9,013","15,137","15,066","13,541","8,687","4,158","863","19"
"경상남도 진주시 (4817000000)","334,984","334,984","19,998","33,502","37,184","38,911","46,366","56,864","52,459","32,279","14,700","2,670","51","165,513","165,513","10,296","17,410","20,577","20,653","22,949","28,140","25,296","14,495","5,156","537","4","169,471","169,471","9,702","16,092","16,607","18,258","23,417","28,724","27,163","17,784","9,544","2,133","47"
"경상남도 통영시 (4822000000)","115,818","115,818","4,648","12,042","8,345","8,673","17,025","21,703","22,215","14,368","5,850","935","14","58,165","58,165","2,361","6,148","4,796","4,524","8,850","11,569","10,948","6,727","2,055","184","3","57,653","57,653","2,287","5,894","3,549","4,149","8,175","10,134","11,267","7,641","3,795","751","11"
"경상남도 사천시 (4824000000)","107,808","107,808","5,174","9,954","8,743","10,410","15,017","19,459","18,590","12,689","6,520","1,232","20","54,787","54,787","2,687","5,188","5,257","5,957","7,821","10,353","9,318","5,796","2,163","247","0","53,021","53,021","2,487","4,766","3,486","4,453","7,196","9,106","9,272","6,893","4,357","985","20"
"경상남도 사천남양출장소 (4824500000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경상남도 김해시 (4825000000)","532,665","532,665","33,287","58,439","52,683","64,830","85,197","104,559","79,919","36,740","14,606","2,366","39","269,351","269,351","17,171","29,845","29,175","34,392","43,110","52,047","40,962","17,080","5,071","494","4","263,314","263,314","16,116","28,594","23,508","30,438","42,087","52,512","38,957","19,660","9,535","1,872","35"
"경상남도 장유출장소 (4825200000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경상남도 밀양시 (4827000000)","98,619","98,619","3,476","6,842","6,316","7,464","10,876","16,177","22,646","15,855","7,528","1,416","23","48,977","48,977","1,762","3,599","3,686","4,226","5,756","8,353","11,290","7,437","2,576","289","3","49,642","49,642","1,714","3,243","2,630","3,238","5,120","7,824","11,356","8,418","4,952","1,127","20"
"경상남도 거제시 (4831000000)","229,221","229,221","13,572","28,630","17,845","22,011","43,757","45,376","34,315","16,675","5,861","1,153","26","120,544","120,544","7,043","14,904","10,382","11,720","23,425","24,705","17,791","8,264","2,079","228","3","108,677","108,677","6,529","13,726","7,463","10,291","20,332","20,671","16,524","8,411","3,782","925","23"
"경상남도 양산시 (4833000000)","361,433","361,433","24,338","37,687","31,285","44,794","59,887","63,633","55,534","30,250","12,112","1,880","33","181,122","181,122","12,524","19,294","16,827","23,359","30,773","31,807","27,608","13,946","4,514","462","8","180,311","180,311","11,814","18,393","14,458","21,435","29,114","31,826","27,926","16,304","7,598","1,418","25"
"경상남도 양산시웅상출장소 (4833200000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경상남도 의령군 (4872000000)","24,481","24,481","647","1,280","1,219","1,365","2,141","3,978","5,990","4,355","2,818","669","19","12,292","12,292","338","714","746","728","1,175","2,218","3,308","2,134","824","103","4","12,189","12,189","309","566","473","637","966","1,760","2,682","2,221","1,994","566","15"
"경상남도 함안군 (4873000000)","56,985","56,985","1,954","5,106","3,527","3,737","6,912","10,205","12,301","8,213","4,180","842","8","29,313","29,313","1,018","2,632","2,172","2,099","3,562","5,692","6,577","4,084","1,314","162","1","27,672","27,672","936","2,474","1,355","1,638","3,350","4,513","5,724","4,129","2,866","680","7"
"경상남도 창녕군 (4874000000)","54,536","54,536","1,703","3,748","2,632","3,530","5,522","8,992","13,083","9,246","5,061","1,007","12","27,473","27,473","904","1,985","1,577","2,056","3,001","5,013","6,725","4,399","1,622","190","1","27,063","27,063","799","1,763","1,055","1,474","2,521","3,979","6,358","4,847","3,439","817","11"
"경상남도 고성군 (4882000000)","46,849","46,849","1,172","3,734","2,534","2,516","4,859","8,114","10,776","7,895","4,284","955","10","23,813","23,813","612","2,079","1,505","1,430","2,655","4,483","5,639","3,753","1,459","198","0","23,036","23,036","560","1,655","1,029","1,086","2,204","3,631","5,137","4,142","2,825","757","10"
"경상남도 남해군 (4884000000)","41,091","41,091","999","2,878","2,309","2,207","3,533","6,637","9,351","7,337","4,581","1,220","39","20,091","20,091","495","1,589","1,372","1,269","1,816","3,597","4,804","3,397","1,544","204","4","21,000","21,000","504","1,289","937","938","1,717","3,040","4,547","3,940","3,037","1,016","35"
"경상남도 하동군 (4885000000)","39,703","39,703","1,010","2,114","1,941","2,104","3,216","7,035","9,871","7,052","4,309","1,020","31","19,967","19,967","513","1,133","1,165","1,191","1,758","3,897","5,209","3,440","1,444","214","3","19,736","19,736","497","981","776","913","1,458","3,138","4,662","3,612","2,865","806","28"
"경상남도 산청군 (4886000000)","32,672","32,672","731","1,676","1,562","1,631","2,513","5,602","8,428","6,016","3,641","844","28","16,298","16,298","365","941","898","902","1,373","3,010","4,486","3,025","1,154","142","2","16,374","16,374","366","735","664","729","1,140","2,592","3,942","2,991","2,487","702","26"
"경상남도 함양군 (4887000000)","35,217","35,217","1,072","2,423","1,916","1,986","3,173","6,004","8,079","5,889","3,841","818","16","17,301","17,301","540","1,294","1,124","1,086","1,645","3,258","4,232","2,751","1,224","144","3","17,916","17,916","532","1,129","792","900","1,528","2,746","3,847","3,138","2,617","674","13"
"경상남도 거창군 (4888000000)","58,874","58,874","2,564","5,633","4,251","4,465","6,402","9,770","11,630","8,060","4,939","1,130","30","29,010","29,010","1,360","3,091","2,472","2,432","3,202","5,067","5,868","3,697","1,569","250","2","29,864","29,864","1,204","2,542","1,779","2,033","3,200","4,703","5,762","4,363","3,370","880","28"
"경상남도 합천군 (4889000000)","38,917","38,917","900","1,906","1,761","1,919","3,154","6,029","9,777","7,385","4,962","1,098","26","19,304","19,304","478","1,043","1,031","1,100","1,757","3,411","5,274","3,492","1,505","211","2","19,613","19,613","422","863","730","819","1,397","2,618","4,503","3,893","3,457","887","24"
"제주특별자치도  (5000000000)","662,969","662,969","43,038","69,919","63,931","76,844","101,565","118,346","99,882","54,852","28,069","6,322","201","331,228","331,228","22,007","35,932","34,231","39,117","51,096","61,165","50,363","25,424","10,505","1,374","14","331,741","331,741","21,031","33,987","29,700","37,727","50,469","57,181","49,519","29,428","17,564","4,948","187"
"제주특별자치도 제주시 (5011000000)","484,171","484,171","32,531","52,108","49,788","59,897","74,981","85,860","69,339","36,972","18,422","4,136","137","241,233","241,233","16,576","26,763","26,374","30,502","37,732","43,737","34,681","17,094","6,882","886","6","242,938","242,938","15,955","25,345","23,414","29,395","37,249","42,123","34,658","19,878","11,540","3,250","131"
"제주특별자치도 서귀포시 (5013000000)","178,798","178,798","10,507","17,811","14,143","16,947","26,584","32,486","30,543","17,880","9,647","2,186","64","89,995","89,995","5,431","9,169","7,857","8,615","13,364","17,428","15,682","8,330","3,623","488","8","88,803","88,803","5,076","8,642","6,286","8,332","13,220","15,058","14,861","9,550","6,024","1,698","56"
